order_id,product_weight_g
2458,447.0
1829,162.0
3386,823.0
4224,3563.0
4518,599.0
4424,2399.0
5097,601.0
4797,743.0
3631,873.0
5918,2075.0
2602,434.0
1114,486.0
893,812.0
2769,113.0
4541,612.0
4420,1461.0
3062,509.0
4787,654.0
3273,306.0
717,1019.0
1642,1052.0
2360,337.0
4824,2300.0
894,2038.0
3705,1402.0
4418,4454.0
1575,1014.0
2868,669.0
2504,250.0
5229,552.0
4279,781.0
5344,1021.0
4103,1505.0
196,359.0
3802,851.0
1239,277.0
2803,1488.0
5601,348.0
771,283.0
141,1127.0
5541,1334.0
58,1186.0
5883,2633.0
4060,759.0
3217,607.0
5877,1872.0
3736,2957.0
3303,859.0
659,519.0
1497,1115.0
1600,2290.0
3510,664.0
5523,1519.0
5942,2377.0
684,347.0
5236,781.0
5430,1389.0
5450,2274.0
1439,899.0
526,1556.0
1854,734.0
5984,2533.0
2138,1127.0
4591,1037.0
2237,1369.0
3920,712.0
4580,612.0
5728,2237.0
5194,482.0
5355,982.0
3630,2605.0
614,478.0
3023,1621.0
3263,4278.0
4127,1215.0
5059,648.0
1243,1841.0
5199,44.0
5050,938.0
32,997.0
3165,359.0
289,2047.0
3930,90.0
5510,1269.0
3043,1015.0
4291,3205.0
409,355.0
5113,1949.0
4649,1638.0
1972,696.0
392,380.0
1232,674.0
5461,1694.0
2051,2351.0
2239,314.0
1080,1782.0
5874,3209.0
3594,494.0
4425,619.0
3027,1328.0
5992,1118.0
5969,881.0
476,543.0
1267,322.0
5714,1190.0
2442,1374.0
582,1104.0
2868,479.0
5179,1190.0
4578,1050.0
963,742.0
3330,1013.0
4420,848.0
502,706.0
4947,412.0
2276,654.0
1616,4747.0
5282,2322.0
5270,2072.0
850,2359.0
5679,774.0
2921,151.0
5509,2435.0
3470,2206.0
4450,841.0
3596,141.0
625,582.0
5285,680.0
1446,859.0
5163,1265.0
4722,1004.0
4069,753.0
2870,1479.0
1924,192.0
3741,1802.0
5993,257.0
1509,12.0
2420,1666.0
4420,1443.0
5022,1894.0
3359,947.0
3367,2179.0
5619,1163.0
1111,908.0
1302,1861.0
3390,735.0
5514,829.0
3129,2360.0
4870,1691.0
492,559.0
4896,930.0
3782,2880.0
2346,45.0
3407,1973.0
2155,508.0
928,1768.0
5443,1782.0
142,1060.0
714,473.0
3282,1514.0
2842,1453.0
4089,374.0
149,843.0
5298,1056.0
4777,318.0
2479,1444.0
4464,765.0
2454,3109.0
1782,1574.0
550,558.0
3235,463.0
1462,2143.0
3568,1221.0
4308,1174.0
5437,352.0
3441,791.0
2762,1108.0
4379,1584.0
5561,3894.0
2137,276.0
2481,1156.0
5507,522.0
2141,1157.0
5018,322.0
3917,392.0
4947,253.0
1759,1202.0
3192,937.0
1048,2103.0
5362,524.0
3839,1373.0
4374,2080.0
4146,894.0
1450,1492.0
4521,842.0
47,698.0
2197,909.0
4479,1082.0
2985,752.0
5223,992.0
3879,701.0
4474,423.0
1632,1195.0
4671,526.0
3369,596.0
1839,582.0
5280,927.0
3651,639.0
1186,1718.0
2572,1728.0
783,1597.0
1109,1673.0
2963,1747.0
4523,1423.0
5912,992.0
669,2858.0
4420,1178.0
4927,643.0
2411,871.0
5109,656.0
149,2320.0
349,307.0
317,750.0
4090,532.0
692,427.0
2378,289.0
5912,1170.0
2967,1836.0
2601,194.0
5820,1935.0
3909,1968.0
1744,292.0
1239,978.0
1899,932.0
4194,365.0
3400,1765.0
2858,480.0
2486,1030.0
580,2557.0
2983,973.0
3255,564.0
863,1598.0
5415,614.0
153,175.0
3950,515.0
5133,385.0
122,436.0
261,127.0
3029,871.0
4691,547.0
5850,1019.0
5964,275.0
550,615.0
1243,1695.0
4900,459.0
3098,113.0
525,778.0
236,457.0
4817,1039.0
2299,692.0
2828,299.0
3317,758.0
4526,1206.0
5719,808.0
232,962.0
258,1028.0
4777,370.0
4221,1020.0
5258,2575.0
640,1598.0
2455,1850.0
2579,1656.0
4804,1067.0
2647,1628.0
432,784.0
4145,575.0
3014,1507.0
1956,444.0
2854,1558.0
2100,1395.0
5169,1711.0
3288,740.0
3471,528.0
1584,2210.0
540,1710.0
2793,677.0
5501,409.0
361,727.0
681,834.0
3920,657.0
710,745.0
5244,3335.0
3742,513.0
5340,476.0
3244,1457.0
3169,1568.0
5716,899.0
1023,467.0
469,796.0
481,1417.0
350,712.0
4595,638.0
879,669.0
5248,1430.0
548,988.0
2091,586.0
2812,1485.0
2661,954.0
5714,1696.0
136,831.0
5120,2086.0
661,432.0
5328,721.0
3451,396.0
3334,569.0
5395,963.0
5033,1355.0
853,471.0
2,2654.0
1924,565.0
2521,2631.0
4081,1228.0
3557,1289.0
4042,398.0
5571,151.0
203,562.0
5884,651.0
5269,1705.0
3491,2763.0
4205,813.0
5129,1170.0
3369,846.0
5316,1293.0
1337,820.0
5648,665.0
2179,246.0
973,1793.0
1987,2022.0
3615,618.0
2631,953.0
2697,1684.0
5699,404.0
1065,3121.0
1481,1997.0
2116,1494.0
1149,849.0
4807,812.0
4500,2663.0
411,456.0
5177,1929.0
4539,2856.0
4559,2097.0
649,1839.0
4767,1704.0
4552,714.0
2071,1271.0
2114,1058.0
5551,2079.0
2008,2390.0
3017,2391.0
5550,965.0
5033,961.0
295,542.0
747,2853.0
4019,247.0
353,1213.0
5107,451.0
2707,3065.0
4558,1522.0
3130,2315.0
4995,253.0
3312,1534.0
3024,782.0
532,1593.0
5262,2597.0
570,1585.0
4903,655.0
2296,1002.0
3811,633.0
1654,4202.0
1892,1432.0
5198,68.0
3365,795.0
5354,210.0
558,764.0
3415,408.0
3036,1645.0
3933,172.0
3583,518.0
617,856.0
769,1164.0
4842,2324.0
251,678.0
5994,2352.0
60,1044.0
2549,548.0
58,1523.0
1064,714.0
4428,829.0
600,973.0
3118,3222.0
4016,2179.0
2084,758.0
3981,1934.0
4087,1342.0
5979,625.0
4620,523.0
4546,2231.0
4324,1471.0
5145,2443.0
1720,253.0
1461,155.0
2231,728.0
5464,1286.0
1520,1407.0
4747,1024.0
1653,2212.0
1740,1945.0
2035,657.0
4396,1320.0
5477,1475.0
5149,1796.0
1587,525.0
1075,774.0
2330,121.0
4666,352.0
1261,837.0
4100,776.0
5926,809.0
3957,3264.0
5127,1063.0
5432,1079.0
5788,936.0
3405,326.0
5218,1704.0
5608,249.0
915,864.0
2469,1375.0
1745,1293.0
4901,802.0
4031,4792.0
5254,1343.0
1291,333.0
326,353.0
5564,549.0
2942,123.0
3843,1981.0
5632,349.0
1070,145.0
3494,865.0
3216,545.0
917,868.0
3788,239.0
4800,2507.0
2601,710.0
5118,1017.0
3271,450.0
5844,320.0
1515,218.0
3393,1432.0
5982,1212.0
5309,1958.0
5888,909.0
3611,4695.0
2045,989.0
452,481.0
5674,1128.0
2250,2079.0
4955,1024.0
3785,2809.0
1673,1178.0
3632,1545.0
2016,1508.0
2040,925.0
5932,391.0
5899,2625.0
5998,1767.0
5589,1510.0
2413,1102.0
5686,2531.0
3342,420.0
4683,1242.0
5070,520.0
2418,366.0
1208,1060.0
2729,1071.0
457,1139.0
2926,2174.0
3869,1235.0
2211,734.0
4287,2449.0
4240,271.0
483,2844.0
3404,1417.0
5040,892.0
3693,510.0
4450,1294.0
783,2070.0
3544,530.0
3371,745.0
3402,745.0
2939,2144.0
5612,423.0
147,1700.0
2659,1616.0
4140,1496.0
1126,4610.0
4841,667.0
4314,1992.0
1317,45.0
799,1321.0
3152,351.0
1456,464.0
1977,2095.0
5833,188.0
2233,447.0
3162,1979.0
4046,2076.0
1420,219.0
2930,846.0
3435,3099.0
1986,516.0
3053,3047.0
2996,1705.0
4191,1058.0
2345,2412.0
1113,1021.0
5797,879.0
2301,635.0
3925,1085.0
675,925.0
88,636.0
5123,756.0
4637,698.0
883,767.0
2535,2675.0
4231,1902.0
3122,2987.0
5161,2096.0
3940,765.0
27,232.0
2521,1778.0
4930,54.0
4337,1335.0
5565,1016.0
2373,1137.0
3845,552.0
782,2493.0
4593,1308.0
1065,1537.0
4840,1130.0
3283,554.0
5054,526.0
2107,2395.0
2732,1117.0
1639,2167.0
1618,619.0
3880,164.0
4629,562.0
5308,399.0
1703,238.0
5880,769.0
5900,312.0
1394,201.0
3379,813.0
2919,2358.0
2113,3233.0
3748,3537.0
4383,2230.0
121,2096.0
4320,389.0
2504,1300.0
2471,216.0
1297,1028.0
4112,219.0
1443,215.0
5004,723.0
1639,3126.0
433,2092.0
1321,704.0
3735,422.0
1022,635.0
5724,2764.0
1363,693.0
1073,170.0
1346,542.0
5675,674.0
1776,2247.0
214,331.0
935,3260.0
5137,1308.0
5552,392.0
1181,1070.0
4829,1554.0
835,1435.0
2966,163.0
1949,348.0
4234,1400.0
3946,1076.0
3187,1153.0
1421,2002.0
2643,2136.0
941,512.0
738,1658.0
3621,1880.0
4671,289.0
3196,399.0
4103,106.0
1675,1120.0
190,1592.0
1019,735.0
3886,1386.0
1590,1557.0
600,1543.0
2218,464.0
2885,240.0
775,1754.0
2799,903.0
5544,580.0
5575,3043.0
674,965.0
3790,1868.0
5612,2351.0
5201,516.0
2185,1155.0
3700,1545.0
5335,536.0
3829,1381.0
1225,109.0
3899,773.0
2144,361.0
4317,605.0
2119,410.0
3646,1435.0
2020,2113.0
920,53.0
4263,2856.0
5325,745.0
4902,282.0
3865,255.0
5056,2261.0
3243,223.0
3381,1289.0
5356,1122.0
621,1101.0
2053,838.0
1034,1442.0
4067,632.0
3927,278.0
4476,515.0
4920,870.0
5023,936.0
4766,4357.0
2091,3264.0
3239,1170.0
2506,1290.0
934,1201.0
3044,885.0
773,1195.0
3698,3028.0
5793,2148.0
5166,1895.0
1943,972.0
2355,1083.0
5259,1678.0
827,1045.0
3641,1482.0
5627,995.0
263,351.0
1622,1459.0
2305,1246.0
122,401.0
4592,511.0
322,210.0
1101,1345.0
5670,2835.0
4218,1187.0
5243,1643.0
3264,3325.0
501,1234.0
183,1789.0
4228,214.0
3169,1635.0
2455,288.0
3541,1325.0
4124,1845.0
1656,742.0
855,525.0
2197,1466.0
5746,1338.0
3781,1884.0
1834,130.0
3069,318.0
5697,1169.0
3056,459.0
2065,1088.0
890,84.0
2879,374.0
1439,1006.0
1697,427.0
2137,1334.0
2740,377.0
5835,680.0
4184,885.0
1736,2805.0
5167,601.0
94,2604.0
2952,722.0
2718,557.0
1648,1408.0
1050,2008.0
3420,704.0
115,572.0
1507,1089.0
4439,1813.0
4711,73.0
2413,1943.0
4065,578.0
4910,1484.0
3554,1606.0
2913,1104.0
2944,2402.0
1990,2288.0
5896,1544.0
2369,1084.0
3121,3684.0
5075,1223.0
1795,1699.0
1301,3247.0
3576,1800.0
3756,678.0
3593,1214.0
2987,271.0
2509,1390.0
5250,3275.0
4801,352.0
4975,891.0
67,450.0
1619,469.0
2700,1565.0
5039,1017.0
5503,359.0
5102,3667.0
3327,819.0
5360,541.0
1888,2303.0
4110,67.0
2381,236.0
351,1233.0
4470,823.0
2466,600.0
5336,2874.0
4608,234.0
5064,2752.0
1973,1501.0
2888,2835.0
2190,170.0
3762,375.0
2930,502.0
3682,243.0
4644,637.0
2518,440.0
66,2189.0
833,1226.0
321,1390.0
15,849.0
1380,1839.0
4727,440.0
5959,1769.0
847,430.0
3442,2866.0
1673,843.0
3217,430.0
946,1087.0
1263,1504.0
2374,640.0
4244,2764.0
4773,946.0
5417,404.0
2324,427.0
117,540.0
1589,149.0
942,977.0
5986,2691.0
2592,598.0
4688,856.0
4599,2248.0
315,979.0
1549,1234.0
2028,3103.0
5205,2299.0
5561,1767.0
1160,601.0
2144,440.0
5491,2467.0
2412,1018.0
4026,1515.0
2477,367.0
3114,3262.0
5227,993.0
1627,4427.0
43,1451.0
5594,1037.0
2897,80.0
3454,170.0
3239,206.0
324,3228.0
2374,1824.0
3977,756.0
864,690.0
591,1368.0
5481,1148.0
914,609.0
4348,1455.0
1665,1620.0
5752,1196.0
1264,2011.0
3156,1331.0
1706,530.0
554,1641.0
330,907.0
1533,2140.0
5636,1512.0
3783,1508.0
3977,2377.0
8,836.0
4640,2064.0
5233,844.0
5861,1056.0
1270,2504.0
3687,1589.0
5857,494.0
2248,2148.0
2611,3976.0
5852,1449.0
219,2635.0
3980,943.0
3506,1222.0
5387,1079.0
4394,2146.0
480,1048.0
5109,599.0
2046,396.0
3123,1148.0
3782,1296.0
5701,1591.0
4654,1566.0
495,1163.0
3017,1375.0
5033,643.0
4706,897.0
2635,439.0
3211,931.0
3139,324.0
5901,754.0
1156,772.0
4005,1247.0
4268,891.0
5986,1386.0
2455,592.0
1210,449.0
5731,944.0
90,293.0
4085,333.0
4769,890.0
5830,184.0
809,2532.0
2697,2082.0
1506,543.0
751,1918.0
2503,1926.0
1058,1531.0
4356,589.0
320,1677.0
4706,924.0
188,656.0
4249,886.0
5044,376.0
1831,1318.0
5118,364.0
1961,817.0
5545,210.0
4735,975.0
3058,123.0
2744,2357.0
5983,1257.0
691,1339.0
3532,769.0
5619,2078.0
1093,798.0
2521,1438.0
5743,1955.0
1847,355.0
4446,1641.0
3445,586.0
5092,1259.0
4669,1127.0
433,3295.0
934,718.0
271,3206.0
2659,1437.0
4664,930.0
4074,1650.0
5706,1336.0
2467,829.0
5570,742.0
5923,1223.0
1517,1010.0
285,473.0
3602,6307.0
1525,571.0
3538,944.0
84,630.0
2434,1643.0
3157,718.0
98,1065.0
4597,2232.0
1856,709.0
2107,1030.0
5733,924.0
1505,597.0
4653,2178.0
3838,3383.0
3071,484.0
4024,4516.0
4464,1635.0
3676,582.0
3415,554.0
5077,916.0
3330,827.0
717,1337.0
5114,956.0
3471,1339.0
3009,864.0
1865,370.0
5804,559.0
2626,589.0
4956,390.0
4566,806.0
2857,547.0
2943,1112.0
2976,1309.0
3893,1467.0
2193,1861.0
380,1691.0
1077,1171.0
2460,452.0
2056,627.0
3612,1442.0
2128,568.0
5165,1006.0
3215,3017.0
3363,583.0
2322,1961.0
2688,663.0
915,551.0
741,5278.0
4346,1329.0
1395,1400.0
5385,830.0
277,273.0
1173,2635.0
2293,1269.0
1447,1990.0
4658,793.0
5109,82.0
4030,1789.0
4554,3884.0
401,1192.0
1268,744.0
5339,2360.0
1255,635.0
4617,1092.0
2866,1539.0
3249,812.0
321,1413.0
5997,2355.0
1131,398.0
5351,1219.0
1552,758.0
4112,1901.0
806,2160.0
3819,1709.0
3659,2247.0
1506,832.0
4360,867.0
4797,2286.0
3598,561.0
325,1096.0
3236,928.0
2671,1093.0
1937,966.0
2271,302.0
3829,453.0
5886,1181.0
2152,1060.0
2833,2615.0
3606,1356.0
4257,1415.0
2126,2182.0
1351,783.0
747,1534.0
1829,1250.0
961,1459.0
933,2366.0
5491,1714.0
452,370.0
2362,178.0
3158,1301.0
109,2005.0
2883,1112.0
335,1755.0
3949,509.0
2593,954.0
692,78.0
5848,2711.0
4562,3048.0
142,577.0
5798,390.0
1903,502.0
1172,363.0
158,1123.0
5795,653.0
4919,651.0
1506,1042.0
5277,3799.0
3308,1604.0
5332,1282.0
4369,2261.0
2230,3417.0
4101,336.0
5694,1136.0
1527,569.0
401,226.0
5311,3240.0
559,852.0
4244,1173.0
5227,1530.0
4180,2049.0
3151,1813.0
3709,3042.0
224,1924.0
2131,695.0
2496,693.0
5233,73.0
1254,1180.0
5036,829.0
4440,1108.0
3158,467.0
3752,1339.0
632,2679.0
1484,955.0
5648,620.0
916,633.0
2378,3327.0
166,784.0
3831,751.0
3639,904.0
480,2889.0
5044,825.0
4472,1341.0
3947,1306.0
4501,2847.0
4946,140.0
1338,412.0
3313,4660.0
1005,914.0
1908,2271.0
975,1741.0
4028,82.0
2638,392.0
3958,1421.0
2180,1174.0
795,1558.0
1225,366.0
4634,1427.0
3239,172.0
911,747.0
2448,182.0
4771,1678.0
1619,1850.0
743,1824.0
5402,781.0
847,1034.0
2671,817.0
3391,844.0
2715,1238.0
4386,1222.0
5756,685.0
2403,510.0
2517,3047.0
3700,1098.0
73,1246.0
2906,1656.0
5358,570.0
4895,344.0
299,727.0
5685,456.0
3757,767.0
5298,666.0
3938,2541.0
4636,233.0
4271,2027.0
3688,5140.0
4142,2653.0
29,3988.0
1937,829.0
5744,458.0
2854,2200.0
1019,1755.0
3036,1604.0
2463,582.0
4906,858.0
1494,1407.0
530,817.0
2997,1131.0
1939,878.0
2013,835.0
2187,227.0
4939,821.0
2957,2115.0
5396,955.0
2246,1655.0
5477,1447.0
2634,332.0
1951,1882.0
2677,537.0
1763,1114.0
1157,1873.0
1439,1197.0
1777,1090.0
3862,728.0
3929,246.0
236,391.0
1013,1878.0
473,673.0
3397,95.0
349,222.0
3716,290.0
3272,242.0
3340,411.0
4485,432.0
4924,968.0
1389,917.0
924,1256.0
4603,1635.0
5560,1595.0
1562,872.0
961,1472.0
1821,1535.0
4883,1133.0
1080,420.0
1376,1962.0
4751,512.0
975,1130.0
556,1534.0
2302,1611.0
1952,1912.0
2166,1650.0
3853,3238.0
1658,448.0
5534,2801.0
3950,2874.0
2980,771.0
5463,2055.0
604,1347.0
3874,443.0
2610,1732.0
2440,669.0
3064,3653.0
5590,2655.0
2128,1210.0
5866,350.0
3777,2252.0
1203,931.0
125,44.0
525,302.0
5303,1139.0
4068,254.0
5993,1024.0
2171,1597.0
1636,267.0
4841,1361.0
5970,1220.0
5727,1071.0
1011,1098.0
1218,1774.0
2797,2197.0
2966,1377.0
3739,422.0
1019,663.0
2155,1037.0
5312,792.0
732,1001.0
2346,740.0
2503,2120.0
560,538.0
5661,2199.0
2322,724.0
2347,1824.0
3725,1813.0
3203,861.0
402,853.0
1980,909.0
4565,489.0
2164,1506.0
1893,1504.0
2098,3925.0
972,232.0
2389,1526.0
684,470.0
2936,265.0
4293,500.0
1784,1147.0
1768,725.0
1393,1773.0
239,1579.0
4758,290.0
5665,3061.0
4103,823.0
4609,869.0
4422,2710.0
3388,341.0
3938,3227.0
939,2684.0
5187,1806.0
793,279.0
84,1058.0
2247,1023.0
2516,1491.0
678,603.0
5043,3034.0
5832,1436.0
5847,1431.0
3802,1811.0
1215,720.0
894,1382.0
3240,2884.0
2678,1680.0
5572,1312.0
1289,546.0
4652,1583.0
2095,1566.0
4562,2670.0
2267,509.0
5276,761.0
5736,822.0
1882,525.0
873,419.0
898,743.0
2408,1185.0
3916,305.0
2504,2624.0
5724,969.0
1900,483.0
4261,2417.0
339,1651.0
1456,1054.0
5119,1226.0
2608,1516.0
2379,647.0
5089,1607.0
3619,2246.0
5775,2637.0
3186,185.0
4926,131.0
1576,716.0
2940,1067.0
1449,232.0
5359,1466.0
2993,824.0
4234,1190.0
5949,1966.0
4440,322.0
3333,1638.0
2714,664.0
5852,2656.0
3321,2751.0
2909,1127.0
1998,2699.0
724,940.0
2127,947.0
2101,423.0
1475,2002.0
3879,661.0
1025,1468.0
3262,701.0
919,473.0
3698,695.0
900,516.0
4105,1306.0
5243,433.0
2947,627.0
5612,1542.0
5904,1508.0
379,341.0
4966,379.0
1484,1349.0
5404,844.0
1848,660.0
453,1022.0
257,2680.0
1389,1968.0
4689,1018.0
286,1780.0
3849,1570.0
4980,2446.0
3160,1593.0
3957,122.0
1381,1007.0
880,1172.0
3114,430.0
3071,536.0
1791,1756.0
3479,965.0
2868,684.0
1511,887.0
2252,230.0
3301,1003.0
1345,1487.0
5997,357.0
595,1405.0
4632,56.0
601,2769.0
3136,1595.0
793,1213.0
2995,661.0
801,2006.0
3677,1217.0
888,336.0
1505,2092.0
954,1856.0
5196,139.0
4536,1873.0
3436,1346.0
2919,1386.0
5181,398.0
1771,831.0
5565,1274.0
2339,841.0
423,710.0
4081,863.0
2611,308.0
1037,652.0
607,1313.0
448,254.0
5774,640.0
1999,593.0
4509,775.0
2989,2795.0
3913,1439.0
2636,344.0
5059,1033.0
3142,907.0
3691,906.0
339,2262.0
2889,554.0
61,1376.0
5309,1338.0
2726,435.0
2043,1646.0
354,155.0
4371,762.0
2794,1292.0
4664,571.0
5749,1209.0
3591,2007.0
2290,774.0
2068,2258.0
3249,1296.0
2203,787.0
4822,1419.0
3642,1784.0
1859,2080.0
4058,82.0
4493,2177.0
4465,1503.0
4029,743.0
686,525.0
356,1176.0
3546,738.0
2705,1170.0
3365,486.0
569,187.0
1411,1384.0
5718,969.0
4390,950.0
2323,711.0
4887,2729.0
4281,1694.0
2804,332.0
4912,839.0
989,715.0
3838,2478.0
5477,1259.0
1137,282.0
1460,622.0
504,919.0
3444,1336.0
1585,795.0
3176,1553.0
2461,3819.0
5760,1715.0
80,1155.0
151,658.0
1370,396.0
1559,368.0
5471,910.0
4948,765.0
2865,1693.0
3694,736.0
2205,538.0
1028,1412.0
1822,3687.0
1993,1915.0
3402,830.0
3665,423.0
673,104.0
1024,797.0
1134,1226.0
5799,1115.0
732,1717.0
5634,2869.0
3431,1216.0
4849,2353.0
2535,1134.0
2535,730.0
3225,1274.0
218,596.0
5680,528.0
4915,2296.0
407,1038.0
5286,313.0
4983,794.0
3989,1407.0
1546,1978.0
112,2169.0
1797,1753.0
574,3102.0
1773,847.0
4894,249.0
1579,738.0
5630,327.0
4642,854.0
5424,1986.0
1247,385.0
30,223.0
849,469.0
1551,630.0
1244,1261.0
2333,1495.0
1316,1357.0
5868,874.0
5454,996.0
3170,388.0
784,542.0
5588,1108.0
1304,347.0
4995,806.0
4601,325.0
167,689.0
1425,840.0
5708,1809.0
3365,482.0
4232,520.0
2328,845.0
5192,6154.0
5424,297.0
353,640.0
4834,1075.0
4193,658.0
2384,4064.0
5469,1120.0
5416,577.0
1098,424.0
1066,1456.0
1786,892.0
2833,1279.0
2918,2395.0
2419,2763.0
440,1072.0
440,2000.0
5465,1045.0
3899,492.0
5485,1769.0
5701,572.0
3354,376.0
930,1179.0
4620,359.0
5878,432.0
3490,213.0
5186,832.0
5018,1491.0
5432,1692.0
20,898.0
854,780.0
3157,341.0
4565,486.0
4958,476.0
529,328.0
946,656.0
690,789.0
5601,263.0
1365,1119.0
2544,1404.0
183,1591.0
495,653.0
398,1640.0
159,764.0
2804,339.0
5005,318.0
8,909.0
3044,614.0
2279,1309.0
5106,2789.0
2956,1345.0
5009,671.0
4612,1051.0
1106,788.0
2688,1196.0
172,78.0
1201,873.0
4915,2205.0
4221,377.0
4436,1052.0
4871,1475.0
1040,710.0
1430,729.0
1466,788.0
3406,983.0
1798,961.0
4275,513.0
391,1417.0
2685,2716.0
3064,3768.0
5366,894.0
293,816.0
1060,70.0
4223,2492.0
2093,446.0
954,3234.0
1420,637.0
4268,429.0
4435,218.0
4553,2138.0
1539,377.0
5614,1848.0
1023,2160.0
5537,128.0
306,1030.0
2666,497.0
3258,2277.0
1499,451.0
2679,1494.0
